variable_name,source_file,source_module,line,declared_type,attributes,dimensions,is_parameter,target_file,target_module,target_module_purpose,proposed_rename,referenced_by_n_files,referenced_by,possibly_referenced_by_n_files,possibly_referenced_by,documentation
VCFMAX,src/sediment/SYmod.f90,SYmod,192,DOUBLE PRECISION,ALLOCATABLE,(:),False,src/sediment/sy_workspace.f90,sy_workspace,Per-timestep sediment work arrays shared between the sediment routines.,,0,,0,,"Maximum fine volume available for settling/infiltration, from [[syfine]]."
VINFMX,src/sediment/SYmod.f90,SYmod,193,DOUBLE PRECISION,ALLOCATABLE,(:),False,src/sediment/sy_workspace.f90,sy_workspace,Per-timestep sediment work arrays shared between the sediment routines.,,0,,0,,"Maximum fine infiltration volume, from [[syfine]]."
BARM,src/sediment/SYmod.f90,SYmod,194,LOGICAL,ALLOCATABLE,(:),False,src/sediment/sy_workspace.f90,sy_workspace,Per-timestep sediment work arrays shared between the sediment routines.,,0,,0,,"True where fine sediment is protected by bed armouring, from [[syfine]]."
LDUM,src/sediment/SYmod.f90,SYmod,195,LOGICAL,ALLOCATABLE,(:),False,src/sediment/sy_workspace.f90,sy_workspace,Per-timestep sediment work arrays shared between the sediment routines.,,0,,0,,Logical workspace for `ALCHK`/`ALCHKI` checks in [[syerr1]]-[[syerr3]].
K1_syovtr,src/sediment/SYmod.f90,SYmod,197,DOUBLE PRECISION,PARAMETER,,True,src/sediment/sy_transport_capacity.f90,sy_transport_capacity,"Transport-capacity, critical-shear and settling-velocity relations.",,0,,0,,Engelund-Hansen overland-capacity coefficient.
K3_syovtr,src/sediment/SYmod.f90,SYmod,198,DOUBLE PRECISION,PARAMETER,,True,src/sediment/sy_transport_capacity.f90,sy_transport_capacity,"Transport-capacity, critical-shear and settling-velocity relations.",,0,,0,,Yalin overland-capacity coefficient.
K4_syovtr,src/sediment/SYmod.f90,SYmod,199,DOUBLE PRECISION,PARAMETER,,True,src/sediment/sy_transport_capacity.f90,sy_transport_capacity,"Transport-capacity, critical-shear and settling-velocity relations.",,0,,0,,Yalin overland-capacity coefficient.
smelt,src/snow/SMmod.f90,SMmod,61,DOUBLEPRECISION,"DIMENSION(:, :), ALLOCATABLE","(:, :)",False,src/snow/snow_state.f90,snow_state,"Snowpack depth, temperature, density and meltwater-slug state.",,3,src/driver/run_sim.f90;src/evapotranspiration/ETmod.f90;src/frame/FRmod.f90,0,,Routed meltwater slugs by slug number and element (mm water).
tmelt,src/snow/SMmod.f90,SMmod,62,DOUBLEPRECISION,"DIMENSION(:, :), ALLOCATABLE","(:, :)",False,src/snow/snow_state.f90,snow_state,"Snowpack depth, temperature, density and meltwater-slug state.",,3,src/driver/run_sim.f90;src/evapotranspiration/ETmod.f90;src/frame/FRmod.f90,0,,Release time for each routed meltwater slug (h).
USM,src/snow/SMmod.f90,SMmod,64,DOUBLEPRECISION,,,False,src/snow/snow_config.f90,snow_config,Snowmelt parameters and initial-snowpack settings.,,0,,0,,Snowmelt during the current timestep (mm snow).
DDF,src/snow/SMmod.f90,SMmod,65,DOUBLEPRECISION,,,False,src/snow/snow_config.f90,snow_config,Snowmelt parameters and initial-snowpack settings.,,1,src/frame/FRmod.f90,0,,Degree-day melt factor (mm/s/C).
RHOS,src/snow/SMmod.f90,SMmod,66,DOUBLEPRECISION,,,False,src/snow/snow_config.f90,snow_config,Snowmelt parameters and initial-snowpack settings.,,3,src/driver/run_sim.f90;src/evapotranspiration/ETmod.f90;src/frame/FRmod.f90,0,,Active snow specific gravity for the current element.
ESM,src/snow/SMmod.f90,SMmod,67,DOUBLEPRECISION,,,False,src/snow/snow_config.f90,snow_config,Snowmelt parameters and initial-snowpack settings.,,0,,0,,Snow depth lost to evaporation or sublimation (mm snow).
HFC,src/snow/SMmod.f90,SMmod,68,DOUBLEPRECISION,,,False,src/snow/snow_config.f90,snow_config,Snowmelt parameters and initial-snowpack settings.,,0,,0,,Atmospheric-convection heat flux over the timestep (J/m^2).
HFR,src/snow/SMmod.f90,SMmod,69,DOUBLEPRECISION,,,False,src/snow/snow_config.f90,snow_config,Snowmelt parameters and initial-snowpack settings.,,0,,0,,Heat supplied by rainfall or snowfall over the timestep (J/m^2).
HFE,src/snow/SMmod.f90,SMmod,70,DOUBLEPRECISION,,,False,src/snow/snow_config.f90,snow_config,Snowmelt parameters and initial-snowpack settings.,,0,,0,,Latent heat term for evaporation or condensation over the timestep (J/m^2).
HFT,src/snow/SMmod.f90,SMmod,71,DOUBLEPRECISION,,,False,src/snow/snow_config.f90,snow_config,Snowmelt parameters and initial-snowpack settings.,,0,,0,,Net heat flux available to the snowpack over the timestep (J/m^2).
ZUS,src/snow/SMmod.f90,SMmod,72,DOUBLEPRECISION,,,False,src/snow/snow_config.f90,snow_config,Snowmelt parameters and initial-snowpack settings.,,1,src/frame/FRmod.f90,0,,Anemometer height above ground for energy-budget snowmelt (m).
ZDS,src/snow/SMmod.f90,SMmod,73,DOUBLEPRECISION,,,False,src/snow/snow_config.f90,snow_config,Snowmelt parameters and initial-snowpack settings.,,1,src/frame/FRmod.f90,0,,Zero-plane displacement height for snow aerodynamic exchange (m).
ZOS,src/snow/SMmod.f90,SMmod,74,DOUBLEPRECISION,,,False,src/snow/snow_config.f90,snow_config,Snowmelt parameters and initial-snowpack settings.,,1,src/frame/FRmod.f90,0,,Snow-surface roughness height for aerodynamic exchange (m).
RHODEF,src/snow/SMmod.f90,SMmod,75,DOUBLEPRECISION,,,False,src/snow/snow_config.f90,snow_config,Snowmelt parameters and initial-snowpack settings.,,1,src/frame/FRmod.f90,0,,Default snow specific gravity used when spatial `RHOSAR` is zero.
TOPNET,src/snow/SMmod.f90,SMmod,76,DOUBLEPRECISION,,,False,src/snow/snow_config.f90,snow_config,Snowmelt parameters and initial-snowpack settings.,,0,,0,,Water input to the snowpack before routing (mm water).
PNSNOW,src/snow/SMmod.f90,SMmod,77,DOUBLEPRECISION,,,False,src/snow/snow_config.f90,snow_config,Snowmelt parameters and initial-snowpack settings.,,0,,0,,Water depth passed into or released from the snowpack in the current step (mm water).
BINSMP,src/snow/SMmod.f90,SMmod,78,LOGICAL,,,False,src/snow/snow_config.f90,snow_config,Snowmelt parameters and initial-snowpack settings.,,1,src/frame/FRmod.f90,0,,Snow-input echo-print flag.
IMET,src/snow/SMmod.f90,SMmod,79,INTEGER,,(NVEE),False,src/snow/snow_config.f90,snow_config,Snowmelt parameters and initial-snowpack settings.,,1,src/frame/FRmod.f90,0,,Meteorological-station element index for each vegetation type in energy-budget mode.
NSD,src/snow/SMmod.f90,SMmod,80,INTEGER,,,False,src/snow/snow_config.f90,snow_config,Snowmelt parameters and initial-snowpack settings.,,1,src/frame/FRmod.f90,0,,Initial snowpack mode: uniform (`0`) or spatial (`1`).
HEAD,src/snow/SMmod.f90,SMmod,81,DOUBLEPRECISION,,(20),False,src/snow/snow_config.f90,snow_config,Snowmelt parameters and initial-snowpack settings.,,1,src/frame/FRmod.f90,0,,Snow input title/header workspace retained for legacy I/O.
RHOA,src/snow/SMmod.f90,SMmod,82,DOUBLEPRECISION,PARAMETER,,True,src/core/mod_parameters.f90,mod_parameters,"Numeric kinds, buffer lengths, sentinels, mathematical and physical constants.",RHO_AIR_SNOW,0,,0,,Density of air (kg/m^3).
RHOW,src/snow/SMmod.f90,SMmod,83,DOUBLEPRECISION,PARAMETER,,True,src/core/mod_parameters.f90,mod_parameters,"Numeric kinds, buffer lengths, sentinels, mathematical and physical constants.",RHO_WATER_SNOW,0,,0,,Density of water (kg/m^3).
CPA,src/snow/SMmod.f90,SMmod,84,DOUBLEPRECISION,PARAMETER,,True,src/core/mod_parameters.f90,mod_parameters,"Numeric kinds, buffer lengths, sentinels, mathematical and physical constants.",CP_AIR_SNOW,0,,0,,Specific heat of air at constant pressure (J/kg/C).
CPW,src/snow/SMmod.f90,SMmod,85,DOUBLEPRECISION,PARAMETER,,True,src/core/mod_parameters.f90,mod_parameters,"Numeric kinds, buffer lengths, sentinels, mathematical and physical constants.",CP_WATER,0,,0,,Specific heat of water (J/kg/C).
CPI,src/snow/SMmod.f90,SMmod,86,DOUBLEPRECISION,PARAMETER,,True,src/core/mod_parameters.f90,mod_parameters,"Numeric kinds, buffer lengths, sentinels, mathematical and physical constants.",CP_ICE,0,,0,,Specific heat of ice (J/kg/C).
LWI,src/snow/SMmod.f90,SMmod,87,DOUBLEPRECISION,PARAMETER,,True,src/core/mod_parameters.f90,mod_parameters,"Numeric kinds, buffer lengths, sentinels, mathematical and physical constants.",L_FUSION,0,,0,,Latent heat of fusion (J/kg).
LVW,src/snow/SMmod.f90,SMmod,88,DOUBLEPRECISION,PARAMETER,,True,src/core/mod_parameters.f90,mod_parameters,"Numeric kinds, buffer lengths, sentinels, mathematical and physical constants.",L_VAPORISATION_SNOW,0,,0,,Latent heat of vaporisation (J/kg).
HFG,src/snow/SMmod.f90,SMmod,89,DOUBLEPRECISION,PARAMETER,,True,src/core/mod_parameters.f90,mod_parameters,"Numeric kinds, buffer lengths, sentinels, mathematical and physical constants.",GROUND_HEAT_FLUX_SNOW,0,,0,,Ground heat flux to snow (W/m^2).
ICSOILsv,src/subsurface/VSmod.f90,VSmod,125,INTEGER,,"(LLEE, NELEE)",False,src/subsurface/vs_state.f90,vs_state,"Pressure head, water content and the subsurface flux fields.",,1,src/driver/run_sim.f90,0,,Cached VSS soil type by cell and element.
JCBCsv,src/subsurface/VSmod.f90,VSmod,126,INTEGER,,"(0:5, NELEE)",False,src/subsurface/vs_state.f90,vs_state,"Pressure head, water content and the subsurface flux fields.",,1,src/driver/run_sim.f90,0,,Cached boundary-condition type/category metadata by face and element.
VSAIJsv,src/subsurface/VSmod.f90,VSmod,127,DOUBLEPRECISION,"DIMENSION(:, :, :), ALLOCATABLE","(:, :, :)",False,src/subsurface/vs_state.f90,vs_state,"Pressure head, water content and the subsurface flux fields.",,1,src/driver/run_sim.f90,0,,Cached lateral face area/conductance terms.
IVSDUM_VSREAD,src/subsurface/VSmod.f90,VSmod,131,INTEGER,"DIMENSION(:, :), ALLOCATABLE","(:, :)",False,src/subsurface/vs_input.f90,vs_input,Reads the subsurface data and initial-condition files.,,0,,0,,`VSREAD` work buffer: per-category layer soil-type codes.
IVSCAT_VSREAD,src/subsurface/VSmod.f90,VSmod,132,INTEGER,"DIMENSION(:), ALLOCATABLE",(:),False,src/subsurface/vs_input.f90,vs_input,Reads the subsurface data and initial-condition files.,,0,,0,,`VSREAD` work buffer: layer category selected by each element.
ISDUM_VSREAD,src/subsurface/VSmod.f90,VSmod,133,INTEGER,"DIMENSION(:, :), ALLOCATABLE","(:, :)",False,src/subsurface/vs_input.f90,vs_input,Reads the subsurface data and initial-condition files.,,0,,0,,`VSREAD` work buffer: integer fields read from `VS05`.
RVSDUM_VSREAD,src/subsurface/VSmod.f90,VSmod,134,DOUBLEPRECISION,"DIMENSION(:, :), ALLOCATABLE","(:, :)",False,src/subsurface/vs_input.f90,vs_input,Reads the subsurface data and initial-condition files.,,0,,0,,`VSREAD` work buffer: per-category layer boundary depths.
RSDUM_VSREAD,src/subsurface/VSmod.f90,VSmod,135,DOUBLEPRECISION,"DIMENSION(:, :), ALLOCATABLE","(:, :)",False,src/subsurface/vs_input.f90,vs_input,Reads the subsurface data and initial-condition files.,,0,,0,,`VSREAD` work buffer: real-valued fields read from `VS05`.
BDONE_VSREAD,src/subsurface/VSmod.f90,VSmod,136,LOGICAL,"DIMENSION(:), ALLOCATABLE",(:),False,src/subsurface/vs_input.f90,vs_input,Reads the subsurface data and initial-condition files.,,0,,0,,`VSREAD` work buffer: per-element layer-data-assigned flag.
WLLAST,src/subsurface/VSmod.f90,VSmod,138,DOUBLEPRECISION,,,False,src/subsurface/vs_boundaries.f90,vs_boundaries,"Time-varying lateral, base and well boundary series.",,0,,0,,Previous well-input record time.
WLTIME,src/subsurface/VSmod.f90,VSmod,139,DOUBLEPRECISION,,,False,src/subsurface/vs_boundaries.f90,vs_boundaries,"Time-varying lateral, base and well boundary series.",,1,src/driver/run_sim.f90,0,,Current/next well-input record time.
RWELIN,src/subsurface/VSmod.f90,VSmod,140,DOUBLEPRECISION,,(NVSEE),False,src/subsurface/vs_boundaries.f90,vs_boundaries,"Time-varying lateral, base and well boundary series.",,1,src/driver/run_sim.f90,0,,Current well abstraction input values.
RLFLST,src/subsurface/VSmod.f90,VSmod,141,DOUBLEPRECISION,,,False,src/subsurface/vs_boundaries.f90,vs_boundaries,"Time-varying lateral, base and well boundary series.",,0,,0,,Previous lateral-flow boundary record time.
RLFTIM,src/subsurface/VSmod.f90,VSmod,142,DOUBLEPRECISION,,,False,src/subsurface/vs_boundaries.f90,vs_boundaries,"Time-varying lateral, base and well boundary series.",,1,src/driver/run_sim.f90,0,,Current/next lateral-flow boundary record time.
RLFPRV,src/subsurface/VSmod.f90,VSmod,143,DOUBLEPRECISION,,(NVSEE),False,src/subsurface/vs_boundaries.f90,vs_boundaries,"Time-varying lateral, base and well boundary series.",,1,src/driver/run_sim.f90,0,,Previous lateral-flow boundary values.
RLHLST,src/subsurface/VSmod.f90,VSmod,144,DOUBLEPRECISION,,,False,src/subsurface/vs_boundaries.f90,vs_boundaries,"Time-varying lateral, base and well boundary series.",,1,src/driver/run_sim.f90,0,,Previous lateral-head boundary record time.
RLHTIM,src/subsurface/VSmod.f90,VSmod,145,DOUBLEPRECISION,,,False,src/subsurface/vs_boundaries.f90,vs_boundaries,"Time-varying lateral, base and well boundary series.",,1,src/driver/run_sim.f90,0,,Current/next lateral-head boundary record time.
RLHPRV,src/subsurface/VSmod.f90,VSmod,146,DOUBLEPRECISION,,(NVSEE),False,src/subsurface/vs_boundaries.f90,vs_boundaries,"Time-varying lateral, base and well boundary series.",,1,src/driver/run_sim.f90,0,,Previous lateral-head boundary values.
RLHNXT,src/subsurface/VSmod.f90,VSmod,147,DOUBLEPRECISION,,(NVSEE),False,src/subsurface/vs_boundaries.f90,vs_boundaries,"Time-varying lateral, base and well boundary series.",,1,src/driver/run_sim.f90,0,,Next lateral-head boundary values.
RLGLST,src/subsurface/VSmod.f90,VSmod,148,DOUBLEPRECISION,,,False,src/subsurface/vs_boundaries.f90,vs_boundaries,"Time-varying lateral, base and well boundary series.",,1,src/driver/run_sim.f90,0,,Previous lateral-gradient boundary record time.
RLGTIM,src/subsurface/VSmod.f90,VSmod,149,DOUBLEPRECISION,,,False,src/subsurface/vs_boundaries.f90,vs_boundaries,"Time-varying lateral, base and well boundary series.",,1,src/driver/run_sim.f90,0,,Current/next lateral-gradient boundary record time.
RLGPRV,src/subsurface/VSmod.f90,VSmod,150,DOUBLEPRECISION,,(NVSEE),False,src/subsurface/vs_boundaries.f90,vs_boundaries,"Time-varying lateral, base and well boundary series.",,1,src/driver/run_sim.f90,0,,Previous lateral-gradient boundary values.
RLGNXT,src/subsurface/VSmod.f90,VSmod,151,DOUBLEPRECISION,,(NVSEE),False,src/subsurface/vs_boundaries.f90,vs_boundaries,"Time-varying lateral, base and well boundary series.",,1,src/driver/run_sim.f90,0,,Next lateral-gradient boundary values.
RBFLST,src/subsurface/VSmod.f90,VSmod,152,DOUBLEPRECISION,,,False,src/subsurface/vs_boundaries.f90,vs_boundaries,"Time-varying lateral, base and well boundary series.",,0,,0,,Previous base-flow boundary record time.
RBFTIM,src/subsurface/VSmod.f90,VSmod,153,DOUBLEPRECISION,,,False,src/subsurface/vs_boundaries.f90,vs_boundaries,"Time-varying lateral, base and well boundary series.",,1,src/driver/run_sim.f90,0,,Current/next base-flow boundary record time.
RBFPRV,src/subsurface/VSmod.f90,VSmod,154,DOUBLEPRECISION,,(NVSEE),False,src/subsurface/vs_boundaries.f90,vs_boundaries,"Time-varying lateral, base and well boundary series.",,1,src/driver/run_sim.f90,0,,Previous base-flow boundary values.
RBHLST,src/subsurface/VSmod.f90,VSmod,155,DOUBLEPRECISION,,,False,src/subsurface/vs_boundaries.f90,vs_boundaries,"Time-varying lateral, base and well boundary series.",,1,src/driver/run_sim.f90,0,,Previous base-head boundary record time.
RBHTIM,src/subsurface/VSmod.f90,VSmod,156,DOUBLEPRECISION,,,False,src/subsurface/vs_boundaries.f90,vs_boundaries,"Time-varying lateral, base and well boundary series.",,1,src/driver/run_sim.f90,0,,Current/next base-head boundary record time.
RBHPRV,src/subsurface/VSmod.f90,VSmod,157,DOUBLEPRECISION,,(NVSEE),False,src/subsurface/vs_boundaries.f90,vs_boundaries,"Time-varying lateral, base and well boundary series.",,1,src/driver/run_sim.f90,0,,Previous base-head boundary values.
RBHNXT,src/subsurface/VSmod.f90,VSmod,158,DOUBLEPRECISION,,(NVSEE),False,src/subsurface/vs_boundaries.f90,vs_boundaries,"Time-varying lateral, base and well boundary series.",,1,src/driver/run_sim.f90,0,,Next base-head boundary values.
RLFDUM,src/subsurface/VSmod.f90,VSmod,159,DOUBLEPRECISION,,(NVSEE),False,src/subsurface/vs_boundaries.f90,vs_boundaries,"Time-varying lateral, base and well boundary series.",,1,src/driver/run_sim.f90,0,,Lateral-flow interpolation workspace.
RLHDUM,src/subsurface/VSmod.f90,VSmod,160,DOUBLEPRECISION,,(NVSEE),False,src/subsurface/vs_boundaries.f90,vs_boundaries,"Time-varying lateral, base and well boundary series.",,1,src/driver/run_sim.f90,0,,Lateral-head interpolation workspace.
RLGDUM,src/subsurface/VSmod.f90,VSmod,161,DOUBLEPRECISION,,(NVSEE),False,src/subsurface/vs_boundaries.f90,vs_boundaries,"Time-varying lateral, base and well boundary series.",,1,src/driver/run_sim.f90,0,,Lateral-gradient interpolation workspace.
FIRSTvssim,src/subsurface/VSmod.f90,VSmod,162,LOGICAL,,,False,src/subsurface/vs_boundaries.f90,vs_boundaries,"Time-varying lateral, base and well boundary series.",,1,src/driver/run_sim.f90,0,,True until `VSSIM` has cached column metadata.
errcntallowed,src/subsurface/VSmod.f90,VSmod,163,integer,parameter,,True,src/subsurface/vs_column_solver.f90,vs_column_solver,Assembles and solves the tridiagonal pressure-head correction.,,0,,0,,Maximum repeated VSS convergence warnings.
BLOWP,src/subsurface/VSmod.f90,VSmod,168,LOGICAL,,,False,src/subsurface/vs_config.f90,vs_config,"Soil parameters, initial-condition options and setup switches.",,0,,0,,Lower-boundary output print-control flag retained from legacy VSCOM1 state.
BHELEV,src/subsurface/VSmod.f90,VSmod,169,LOGICAL,,,False,src/subsurface/vs_config.f90,vs_config,"Soil parameters, initial-condition options and setup switches.",,0,,0,,True when lateral boundary head inputs are elevations; false when they are depths below ground.
NCSZON,src/subsurface/VSmod.f90,VSmod,173,INTEGER,,,False,src/subsurface/vs_config.f90,vs_config,"Soil parameters, initial-condition options and setup switches.",,0,,0,,Number of extra cells used to represent the soil-zone depth increments.
NCRBED,src/subsurface/VSmod.f90,VSmod,174,INTEGER,,,False,src/subsurface/vs_config.f90,vs_config,"Soil parameters, initial-condition options and setup switches.",,0,,0,,Number of extra cells used to represent river-bed depth increments.
